School,Name,Position,Class,Height,Hometown,High School
Murray State,Lily Burnett,Outside Hitter,Fr.,,"Murray, Ky.",Christian Fellowship
Murray State,Alexa Watts,OH,Fr.,,"Rocklin, Calif.",Rocklin High School
Murray State,Bailey DeMier,Setter,Jr.,,"Bloomington, Ind.",Bloomington South HS
Murray State,Marin Freeland,Right-side hitter,Jr.,,"Riverton, Utah",Herriman High School
Murray State,Bailey Keusch,OH/DS,Fr.,,"Huntingburg, Ind.",Southridge High School
Radford,Kenya Lucas,Outside Hitter/Opposite,Fr.,,"Abington, Pa.",Abington Senior High School
Radford,Sara Johnson,Outside Hitter,So.,,"Saint John, Ind.",Marian Catholic High School
Radford,Rylee Sloss,Setter,Fr.,,"Blacksburg, Va.",Blacksburg High School
Radford,Sydney Mundkowsky,Opposite/Outside Hitter,Gr.,,"Gatesville, Texas",Gatesville High School
Radford,Sophie Paspal,Middle Blocker,Jr.,,"Canton, Mich.",Salem High School
Radford,Shelby Hernandez,Defensive Specialist,Sr.,,"Lochbouie, Colo.",Brighton HS
Radford,Julia Slivka,Setter,Jr.,,"Adamstown, Md.",Tuscarora High School
Louisiana,Siena DeCambra,S,Jr.,5' 8'',"Maui, Hawaii",Baldwin HS
Louisiana,Lauryn Hill,OH,So.,5' 8'',"Frisco, Texas",Liberty HS
Louisiana,Danielle Taix,DS,Jr.,5' 4'',"Metairie, La.",John Curtis Christian HS
Louisiana,Caroline Lalonde,DS,Fr.,5' 6'',"Opelousas, La.",Westminster Christian Academy
Louisiana,Carsen Young,DS,Jr.,5' 4'',"Maypearl, Texas",Maypearl HS
Louisiana,Shyia Richardson,OH,Jr.,5' 10'',"League City, Texas",Clear Springs HS
Louisiana,Mya Wilson,OPP,Sr.,6' 1'',"Orlando, Fla.",Olympia HS
Louisiana,Chelsea George,DS,So.,5' 8'',"McKinney, Texas",Melissa HS
Louisiana,Ella Chaney,UTL,Fr.,6' 2'',"Prosper, Texas",Prosper HS
Louisiana,Kara Barnes,MB,Sr.,5' 11'',"Rowlett, Texas",Sachse HS
Louisiana,Cami Hicks,MB,Jr.,6' 0'',"Carthage, Texas",Carthage HS
Louisiana,Celeste Darling,OPP,Sr.,6' 0'',"McKinney, Texas",McKinney Boyd HS
Louisiana,Emery Judkins,OPP,Sr.,6' 0'',"Waco, Texas",Midway HS
Louisiana,Kennedy Gustafson,DS,Fr.,5' 8'',"Humble, Texas",Summer Creek HS
Louisiana,Abby Cunningham,OH,Fr.,5' 10'',"Carencro, La.",Westminster Christian Academy
Louisiana,Maddi Fritz,S,Fr.,5' 11'',"La Grange, Texas",La Grange HS
Louisiana,Mio Yamamoto,L,Jr.,5' 5'',"Chigasaki, Japan",Seisa Kokusai HS
Loyola-Chicago,Kylie Schulze,S,Fr.,,"Wonder Lake, Ill.",Woodstock North
Loyola-Chicago,Bree Borum,S,Jr.,,"Sterling, Ill.",Sterling
Loyola-Chicago,Olivia Lovett,OH,Jr.,,"Lenexa, Kan.",St. James Academy
Loyola-Chicago,Karlie McNabb,OH,Sr.,,"Sun Prairie, Wis.",Sun Prairie
Loyola-Chicago,Addie Barnes,OH,Gr.,,"Neenah, Wis.",Neenah
Loyola-Chicago,Esma Ajanovic,RS/OPP,Jr.,,"Skokie, Ill.",Niles North
Loyola-Chicago,Anna Feldkamp,MB/RS,Sr.,,"Olathe, Kan.",St. James Academy
Loyola-Chicago,Taylor Venuto,MB,Gr.,,"Whitmore Lake, Mich.",Dexter
Loyola-Chicago,Emily Banitt,RS,Sr.,,"Prescott, Wis.",River Falls
Loyola-Chicago,Kaley Board,OH,Fr.,,"Lake Worth, Fla.",Somerset Academy Canyons
Loyola-Chicago,Olivia Gardner,MB/RS,Fr.,,"Macomb, Mich.",Dakota
Loyola-Chicago,Ella Ramsay,MB,So.,,"Moline, Ill.",Moline
Loyola-Chicago,Avary DeBlieck,MB,Fr.,,"Algonquin, Ill.",Huntley
Loyola-Chicago,Jordan Bruckner,DS/L,Fr.,,"Bel Aire, Kan.",East
Loyola-Chicago,Grace Hinchman,DS/L,Sr.,,"Geneva, Ill.",Geneva
Illinois State,Kara Cooper,Right Side,Gr.,,"La Porte, Ind.",La Porte HS / Valparaiso
Illinois State,Bella Zeman,Outside Hitter,Gr.,,"Yorkville, Ill.",Yorkville HS / Wofford
Illinois State,Caitlyn Little,Outside Hitter,Fr.,,"Ballwin, Mo.",Lafayette HS
Illinois State,Madison Smith,Defensive Specialist,Fr.,,"St. Louis, Mo.",St. Joseph's Academy
Illinois State,Sammi Bunch,Setter,So.,,"Romeoville, Ill.",Romeoville HS / Tusculum
Illinois State,Emily Weber,Setter,So.,,"Fishers, Ind.",Hamilton Southeastern HS
Illinois State,Aida Shadewald,Outside Hitter,So.,,"Prairie du Sac, Wis.",Sauk Prairie HS
Illinois State,Megan Haynes,Outside Hitter,Jr.,,"Surrey, B.C.",Regent Christian Academy / Tarleton State
Illinois State,Mari Hinkle,Libero,Gr.,,"Rosemount, Minn.",Rosemount HS / UCLA / Iowa
Illinois State,Kendall Burk,Setter,R-So.,,"Bloomington, Ill.",University HS / Eastern Michigan
Illinois State,Maggi Weller,Libero/Defensive Specialist,Jr.,,"Geneseo, Ill.",Geneseo HS
Illinois State,Cassie Jordan,Middle Blocker,Sr.,,"Painesville Township, Ohio",Riverside HS
Illinois State,Ally Saleh,Outside Hitter,Fr.,,"Waunakee, Wis.",Waunakee HS
Illinois State,Hailey Brockway,Outside Hitter,Fr.,,"Graham, Wash.",Graham Kapowsin HS
Illinois State,Regan Haith,Middle Blocker,So.,,"Lincoln, Neb.",Pius X HS
Illinois State,Nora Janka,Setter,Sr.,,"Innsbruck, Austria",BORG Innsbruck
Illinois State,Hannah Reichensperger,Middle Blocker,So.,,"Tower, Minn.",Northeast Range HS
Rhode Island,Ryleigh Powers,Libero,So.,,"Oldsmar, Fla.",Tarpon Springs
Rhode Island,Madi Disu,Outside Hitter,Fr.,,"Buda, Texas",Hays
Rhode Island,Hannah Blaney,Libero/Defensive Specialist,Jr.,,"Saline, Mich.",Saline
Rhode Island,Megan Disu,Outside Hitter,Fr.,,"Buda, Texas",Hays
Rhode Island,Andrea Owens,Outside Hitter,Jr.,,"Tucson, Ariz.",Salpointe Catholic (North Texas)
Rhode Island,Catalina  Hendricks,Setter,Fr.,,"Wilton, Conn.",St. Luke's
Rhode Island,Gabrielle Shilling,Outside Hitter,Gr.,,"Clarkston, Mich.",Notre Dame Prep
Rhode Island,Hope Passerello,Setter/Right Side,R-So.,,"Davie, Fla.",West Broward
Rhode Island,Karlee Pinell,Outside Hitter,So.,,"Colorado Springs, Colo.",Cheyenne Mountain
Rhode Island,Chloe Abuto,Outside Hitter,Fr.,,"Burlington, Mass.",Burlington
Rhode Island,Maddie Norris,OH,Gr.,,"Hollis, New Hampshire",Brookline (North Florida - Beach)
Rhode Island,Emma Vente,Outside Hitter,R-So.,,"Burke, Va.",Lake Braddock (Frankfurt International)
Rhode Island,Samantha Blahut,Middle Blocker,R-Jr.,,"Coral Springs, Fla.",Marjory Stoneman Douglas
Rhode Island,Aerin Bowman,Outside Hitter,So.,,"Darien, Conn.",Darien (Virginia Tech)
Rhode Island,Katie Butler,Setter,Jr.,,"Rockleigh, N.J.",Northern Valley Regional at Old Tappan (North Texas)
Rider,Ryley Frye,Setter,Jr.,,"New Hope, MN",Robbinsdale Armstrong
Rider,Mia Mattingly,Middle Hitter,Fr.,,"Mokena, IL",Lincoln-Way Central
Rider,Keegan O'Connor,Libero/Defensive Specialist,So.,,"Weatherford, TX",Weatherford
Rider,Molly Strah,Libero/Defensive Specialist,Sr.,,"Akron, OH",Archbishop Hoban
Rider,Brynn Johnson,Outside Hitter,So.,,"River Falls, WI",River Falls
Rider,Molly Rohde,Middle Hitter,Fr.,,"Hortonville, WI",Hortonville
Rider,Rylah Robinson,Outside Hitter,Fr.,,"Fairfax, VA",Robinson
Rider,Gabby Polynice,Middle Hitter,Sr.,,"Manhattan Beach, CA",Grant
Rider,Makenna Mason,Setter,Fr.,,"Hilton Head Island, SC",Hilton Head
Rider,Kiannisha Santiago,Outside Hitter,So.,,"San Juan, PR",Hudson Catholic (NJ)
Rider,Carley McAleavey,Middle Hitter,So.,,"Smithtown, NY",Smithtown West
Rider,Carly Zimmet,Libero/Defensive Specialist,Fr.,,"Purcellville, VA",Loudoun Valley
Rider,Paige Giehtbrock,Outside Hitter,Fr.,,"Clarkston, MI",Clarkston
Rider,Simone Langford,Libero/Defensive Specialist,Fr.,,"Hollywood, FL",Flanagan
Rider,Anja Kelly,Opposite,Fr.,,"Naperville, IL",Neuqua Valley
Rider,Jenna Amaro,Outside Hitter,Sr.,,"Fort Lauderdale, FL",Archbishop McCarthy
Rider,Tori Schrader,Outside Hitter,Sr.,,"Grantville, PA",Lower Dauphin
UMass Lowell,Lade Adeniyi,Middle Blocker/Right Side,Sr.,,"Springfield, Ill.",Glenwood
UMass Lowell,Jessica Jubb,Middle Blocker,So.,,"Millis, Mass.",Medway
UMass Lowell,Kate Bilyeu,Outside Hitter,Fr.,,"Omaha, Neb.",Omaha Marian
UMass Lowell,Lindsey Visvardis,Libero/Defensive Specialist,Sr.,,"Homer Glen, Ill.",Lockport Township
UMass Lowell,Katherine Claybaugh,Outside Hitter,Jr.,,"Alamo, Calif.",San Ramon Valley
UMass Lowell,Malia Randolph,Setter,R-So.,,"McDonough, Ga.",Eagles Landing Christian Academy
UMass Lowell,Morgan Given,Right Side Hitter,So.,,"Orlando, Fla.",Olympia
UMass Lowell,Madi Bell,Right Side Hitter/Outside Hitter,Jr.,,"Port St. Lucie, Fla.",Jensen Beach
UMass Lowell,Ariel Dulaney,Middle Blocker/Outside Hitter,So.,,"Bay Minette, Ala",Bayside
UMass Lowell,McKenna Bova,Setter,Jr.,,"Corona, Calif.",Mater Dei
UMass Lowell,Aleyna Kennel,Libero/Defensive Specialist,Fr.,,"Monument, Colo.",Lewis-Palmer
UMass Lowell,Grace Burkett,Middle Blocker,So.,,"Lakeside, Calif.",El Capitan
UMass Lowell,Delaney Mendez,Setter,Sr.,,"Phoenix, Ariz.",Pinnacle
UMass Lowell,Erica Cappellino,Outside Hitter/Defensive Specialist,Sr.,,"Penfield, N.Y.",Penfield
Sacred Heart,Eliana Rodgers,Outside Hitter,So.,,"York, Pa.",York Suburban
Sacred Heart,Camryn Luginbuhl,Outside Hitter,Jr.,,"Tolland, Conn.",Tolland (Hartford)
Sacred Heart,Kate Anderson,Middle Blocker,Sr.,,"Weston, Conn.",Weston
Sacred Heart,Hunter Coppola,Outside Hitter,Gr.,,"Verona, N.J.",Verona (UTSA)
Sacred Heart,Caitlyn Hart,Defensive Specialist/Setter,Sr.,,"Meriden, Conn.",Orville H. Platt
Sacred Heart,Cristina Montanez,Middle Blocker,Jr.,,"East Stroudsburg, Pa.",East Stroudsburg North
Sacred Heart,Gaby Zovko,Setter,Fy.,,"Bedford, Mass.",Bedford
Sacred Heart,Jessica Foss,Libero,Sr.,,"Shelton, Conn.",Shelton
Sacred Heart,Jasmine Rogers,Libero,Gr.,,"Ridgewood, N.J.",Ridgewood
Sacred Heart,Lauren Harrell,Right Side Hitter,So.,,"Bedford, Mass.",Bedford (New Orleans)
Sacred Heart,Annaliese Edman,Outside Hitter/Defensive Specialist,Fy.,,"Framingham, Mass.",Framingham
Sacred Heart,Sloane Rooney,Setter,So.,,"Stewartsville, NJ",Phillipsburg
Sacred Heart,Emily Sawyer,Middle Hitter,Fy.,,"Wrentham, Mass.",King Philip Regional
Sacred Heart,Piper Willinger,Setter,So.,,"Houston, Texas",Hotchkiss School
Sacred Heart,Dominique Felix,Outside Hitter,Sr.,,"Pittsburgh, Pa.",North Catholic
Sacred Heart,Gracie DiNardo,Opposite/Outside Hitter,So.,,"Lexington, Ky.",Henry Clay (USC Upstate)
Sacred Heart,Aiden Arsenault,Middle/Right Side Hitter,Fy.,,"Billerica, Mass.",Billerica Memorial
Saint Louis,CeCe Fitz,Middle Blocker,Sr.,,"Boise, Idaho",Bishop Kelly
Saint Louis,Kayla Richardson,Outside Hitter/ Right Side Hitter,So.,,"Houston, Texas",Cypress Creek
Saint Louis,Dimitra Tziarli,Middle Blocker,Gr.,,"Thessaloniki, Greece",Hellenic College
Saint Louis,Addie Lyon,Setter,R-So.,,"O'Fallon, Mo.",Christian High School
Saint Louis,Emily Henken,Outside Hitter,Sr.,,"St. Louis, Mo.",Cor Jesu
Saint Louis,Kate Aupperle,Setter,Jr.,,"Maroa, Ill.",Maroa-Forsyth
Saint Louis,Irmak Gokcen,Outside Hitter,So.,,"Bursa, Turkey",Bolu Oncu Ted
Saint Louis,Addy Polk,Setter/Defensive Specialist,So.,,"Magnolia, Texas",Concordia Lutheran
Saint Louis,Colleen Engstler,Right Side/Defensive Specialist,Fr.,,"Downers Grove, Ill.",Downers Grove North
Saint Louis,Abby Lynn,Setter,Sr.,,"Labadie, Mo.",St. Francis Borgia
Saint Louis,Delaney Rice,Right Side Hitter,Sr.,,"Marion, Iowa",Marion
Saint Louis,Trinity Luckett,Middle Blocker,Fr.,,"Bentonville, Ark.",Bentonville West High School
Saint Louis,Vivian Kieffer,Defensive Specialist,So.,,"Lake Quivira, Kan.",Shawnee Mission Northwest
Saint Louis,Carlie Rodgers,Defensive Specialist,Sr.,,"St. Louis, Mo.",Lindbergh
Saint Louis,Jillian Mattingly,Middle Blocker,Sr.,,"St. Louis, Mo.",Cor Jesu
Saint Louis,Josie Newcom,Outside Hitter/Defensive Specialist,Fr.,,"Owensboro, Ky.",Daviess County High School
Santa Clara,Kat Georgiadis,Defensive Specialist/Libero,Sr.,,"Scarborough, Ontario",Sir Oliver Mowat Collegiate Institute
Santa Clara,Cate Shanahan,Outside Hitter,Fr.,,Toronto,Deerfield Academy
Santa Clara,Amy Veargason,Opposite,R-Fr.,,"San Jose, Calif.",Archbishop Mitty HS
Santa Clara,Oren Abutbul,Outside Hitter,Jr.,,"Zichron Yaakov, Israel",Hof HaSharon
Santa Clara,Grace Flanagan,Middle Blocker,Fr.,,"Rancho Santa Fe, Calif.",Torrey Pines HS
Santa Clara,Lexi Trapani,Defensive Specialist,Fr.,,"Santa Monica, Calif.",Marymount HS
Santa Clara,Alyssa Eimer,Defensive Specialist/Libero,Fr.,,"Roseville, Calif.",Whitney HS
Santa Clara,Lauren Grover,Outside Hitter,R-So.,,"Corona, Calif.",Santiago HS
Santa Clara,Lia Okammor,Middle Blocker,So.,,"Carrollton, Texas",Hebron
Santa Clara,Tristen Lujan,Middle Blocker,Fr.,,"Santa Fe, N.M.",Albuquerque Academy
Santa Clara,Maggie Curtis,Defensive Specialist,R-So.,,"Los Altos, Calif.",St. Francis HS
Santa Clara,Nive Tuileta,Setter,Jr.,,"Kaimuki, Hawai'i",Le Jardin Academy
Santa Clara,Layla Truitt,Outside Hitter,So.,,"Memphis, Tenn.",Hutchison School
Santa Clara,Anna Stucchi,Middle Blocker,Jr.,,"Roncello, Italy",I.I.S. Ezio Vanoni
Santa Clara,Lauren Lietzke,Setter,R-So.,,"Austin, Texas",St. Andrew's Episcopal School
Santa Clara,Sophia Tulino,Outside Hitter,Sr.,,"Carlsbad, Calif.",La Costa Canyon HS
Santa Clara,Hayley Hahn,Defensive Specialist/Libero,So.,,"Laguna Beach, Calif.",JSerra Catholic HS
Santa Clara,Elena Radeff,Opposite,R-So.,,"Menlo Park, Calif.",Sacred Heart Preparatory
Santa Clara,Lexi Poppinga,Middle Blocker,Jr.,,"Austin, Texas",Westlake HS
Santa Clara,Alexis Cady,Setter,So.,,San Diego,Francis Parker School
South Dakota,Caity Clancy,Defensive Specialist,Fr.,,"Castle Rock, Colo.",Douglas County HS
South Dakota,Avery Van Hook,Setter,Fr.,,"Marion, Iowa",Marion HS
South Dakota,Keyauna Linwood,Middle Blocker,Jr.,,"Wylie, Texas",LV Berkner HS
South Dakota,Evelyn Diederich,Outside Hitter,Sr.,,"Overland Park, Kan.",Blue Valley HS
South Dakota,Mattie Johnson,Outside Hitter,Sr.,,"Potter, Neb.",SIdney HS
South Dakota,Madison  Harms,Middle Blocker,Sr.,,"Sergeant Bluff, Iowa",Sergeant Bluff-Luton HS
South Dakota,Avery Beckett,Outside Hitter,So.,,"Waverly, Iowa",Waverly Shell-Rock HS
South Dakota,Alaina Wolff,Defensive Specialist,Jr.,,"Jackson, Minn.",Jackson County Central HS
South Dakota,Jadyn Jondle,Defensive Specialist,Jr.,,"Clarion, Iowa",Clarion-Goldfield-Dows HS
South Dakota,Kylen Sealock,Outside Hitter,Jr.,,"Lincoln, Neb.",Lincoln Pius X HS
South Dakota,Brooklyn Schram,Setter,Sr.,,"Papillion, Neb.",Papillion-La Vista HS
South Dakota,Brynn Paumen,Middle Blocker,Gr.,,"Maple Lake, Minn.",Maple Lake HS
South Dakota,Amanda Loschen,Middle Blocker,Fr.,,"Omaha, Neb.",Marian HS
South Dakota,Madi Woodin,Setter,So.,,"Omaha, Neb.",Elkhorn South HS
South Dakota,Laura  Petterson,Defensive Specialist,Sr.,,"Sioux Falls, S.D.",Sioux Falls Washington HS
South Dakota,Kamryn Farris,Defensive Specialist,So.,,"Lansing, Kan.",Lansing HS
South Dakota,Amelia Dugger,Middle Blocker,Fr.,,"Decorah, Iowa",Decorah HS
South Dakota,Samantha Laird,Outside Hitter,Fr.,,"Omaha, Neb.",Westside HS
Stephen F. Austin,Alleah Dallas,MB,Gr.,6' 0'',"Houston, TX",Bethune Cookman
Stephen F. Austin,Ariana Pagan,OH,Gr.,5' 11'',"Isabela, Puerto Rico",Friedrich Froebel Bilingual School
Stephen F. Austin,Camryn Hill,OH,So.,5' 10'',"Frisco, Texas",Reedy HS
St. Francis College Brooklyn,Hayley Meshay,Setter/Opposite Hitter,Gr.,,"Phoenix, AZ",Arizona Lutheran Academy
St. Francis College Brooklyn,Arianna Ugolini,Outside Hitter/Right Side,Fr.,,"Bologna, Italy",Liceo M. Malpighi
St. Francis College Brooklyn,Alasha Colón,Libero/Defensive Specialist,So.,,"Carolina, Puerto Rico",Academia Presbiteriana Villa Carolina
St. Francis College Brooklyn,Giulia Cefalu,Setter,So.,,"San Diego, CA",Academy of Our Lady of Peace
St. Francis College Brooklyn,Elif Hazar Kayan,Outside Hitter/Right Side,Fr.,,"Ankara, Turkey",Open Educaton High School
St. Francis College Brooklyn,Penélope Rivera,Opposite Hitter,Jr.,,"Guaynabo, Puerto Rico",Colegio Marista
St. Francis College Brooklyn,Izabella Santiago,Libero/Defensive Specialist,So.,,"Miami, FL",Riviera Preparatory School
St. Francis College Brooklyn,Angelina Wintonick,Libero/Defensive Specialist,Jr.,,"Colonia, NJ",Colonia High School
St. Francis College Brooklyn,Elaina Vaughan,Middle Blocker,So.,,"Kingsport, TN",Sullivan Central High School
St. Francis College Brooklyn,Selina Koc,Setter,Fr.,,"Izmir, Turkey",Gelisim High School
St. Francis College Brooklyn,Rocío Meléndez,Defensive Specialist/Setter,Fr.,,"Dorado, Puerto Rico",Academia Discípulos de Cristo
St. Francis College Brooklyn,Cristal Paulino,Middle Blocker,So.,,"San Juan, Puerto Rico",Hudson Catholic
St. Francis College Brooklyn,Lena Beasley,Middle Blocker,Jr.,,"Dublin, OH",Dublin Scioto High School
St. Francis College Brooklyn,Simone Jackson,Middle Blocker/Opposite Hitter,So.,,"Austin, TX",Westlake High School
St. Francis College Brooklyn,Hannah Shaw,Right Side,Fr.,,"West Chicago, IL",Wheaton Academy
St. Francis College Brooklyn,Julia Waldinger,Outside Hitter,Fr.,,"Munich, Germany",Maximilian-von-Montgelas Gymnasium
St. Francis College Brooklyn,Camelia Meléndez,Outside Hitter,So.,,"Caguas, Puerto Rico",Colegio Catolico Notre Dame
St. Francis College Brooklyn,Iva Vranic,Middle Blocker,Gr.,,"Belgrade, Serbia",Sport Gymnasium and Gateway Legacy Christian Academy
St. Francis College Brooklyn,Naomi Hockless,Middle Blocker,Rf.,,"Baytown, TX",Robert E. Lee High School
St. Francis College Brooklyn,Monica Vargo,Setter,So.,,"Fogelsville, PA",Allentown Central Catholic
St. Francis College Brooklyn,Amber  Phillips,Middle Blocker,Rf.,,"Brooklyn, NY",Millennium Brooklyn High School
St. Francis College Brooklyn,Iremnur Elmas,Outside Hitter,Jr.,,"Istanbul, Turkey",Anabilim Anatolian College
Saint Francis (PA),Elena  Arnold,Right Side Hitter,R-Fr.,,"Wexford, Pa.",Eden Christian
Saint Francis (PA),Alexa Chapla,Libero,So.,,"Pittsburgh, Pa.",Baldwin
Saint Francis (PA),Emma Fenton,Setter,Jr.,,"Latrobe, Pa.",Greater Latrobe
Saint Francis (PA),Kori  McClure,Outside Hitter,So.,,"Westerville, Ohio",Westerville North
Saint Francis (PA),Caitlin O'Brien,Libero/Defensive Specialist,Fr.,,"Ashburn, Va.",Stone Bridge
Saint Francis (PA),Drew Wallech,Middle Hitter,Jr.,,"Hagerstown, Md.",North Hagerstown
Saint Francis (PA),Skye  Eicher,Outside Hitter,Sr.,,"Rostraver Township, Pa.",Frazier
Saint Francis (PA),Allison Murray,Outside Hitter,Sr.,,"Pittsburgh, Pa.",Baldwin
Saint Francis (PA),Maggie Hogan,Outside Hitter,Jr.,,"Northern Cambria, Pa.",Northern Cambria
Saint Francis (PA),Jordan Green,Outside Hitter/Opposite,Fr.,,"Hanover, Md.",Howard
Saint Francis (PA),Korrin Burns,Outside Hitter,So.,,"Clarion, Pa.",Clarion Area
Saint Francis (PA),Ava  Holden,Middle Hitter,R-Fr.,,"Macungie, Pa.",Emmaus
Saint Francis (PA),Peyton Priddy,Setter,Fr.,,"Monument, Colo.",Saint Mary's
Saint Francis (PA),Laney Wilson,Outside Hitter/Middle Blocker,Fr.,,"McClellandtown, Pa.",Albert Gallatin
Saint Francis (PA),Alyssa Irwin,Middle Hitter/Outside Hitter,Fr.,,"Fort Lauderdale, Fla.",Monarch
Saint Francis (PA),Raegan Rosi,Libero/Outside Hitter,Sr.,,"Owensboro, Ky.",Olentangy Liberty
Saint Francis (PA),Alexandra Sappia,Setter,So.,,"West Palm Beach, Fla.",Suncoast Community
Saint Francis (PA),Aubrey  Deptula,Middle Hitter,Sr.,,"Boca Raton, Fla.",Boca Raton Community
Saint Francis (PA),Christine Covello,Setter,Jr.,,"Bryn Mawr, Pa.",Academy of Notre Dame de Namur
Southern Miss,Cara Atkinson,MB,Jr.,6' 2'',"Gardendale, Ala.",Athens Renaissance School
Southern Miss,Ari Barksdale,MB,Jr.,6' 0'',"Chula Vista, Calif.",Akron
Southern Miss,Aysu Dalogullari,OH,Gr.,6' 0'',"Istanbul, Türkiye",Vakifbank Sport Club
Southern Miss,Ella Voorhees,DS/L,So.,5' 6'',"Morgantown, W.Va.",Morgantown HS
Southern Miss,Reagan Leinen,OH/RS,Jr.,6' 0'',"Amarillo, Texas",Houston Baptist
Southern Miss,Cailin Demps,OH/RS,So.,6' 1'',"Tallahassee, Fla.",Leon HS
Southern Miss,Maggie Sewell,MB,Fr.,6' 0'',"Jackson, Miss.",Saint Andrew's Episcopal
Southern Miss,Franky Panunzio,S,Fr.,5' 10'',"Alpharetta, Ga.",Woodward Academy
Southern Miss,Torrey Tkach,MB,Fr.,6' 3'',"Oxford, Miss.",Oxford HS
Southern Miss,Lillie Johnson,MB,Fr.,6' 0'',"San Antonio, Texas",Smithson Valley HS
Southern Miss,Mara Schmidt,DS/OH,Fr.,5' 10'',"Holmen, Wisc.",Holmen HS
Southern Miss,Sadie McAda,OH,Fr.,6' 0'',"Pleasanton, Texas",Pleasanton HS
Southern Miss,Kallie Siebrasse,OH,R-So.,5' 10'',"DeKalb, Ill.",DeKalb HS
Southern Miss,Izzy Kronenberg,RS,Jr.,6' 0'',"Ankeny, Iowa",Dowling Catholic HS
Southern Miss,Megan Harris,DS/L,Jr.,5' 4'',"Nesbit, Miss.",SEMO
Southern Miss,Hayden Riddle,S,Fr.,5' 10'',"Franklin, Tenn.",Independence HS
Southern Miss,Mia Wesley,OH,Jr.,5' 11'',"Orem, Utah",Portland
Fairfield,Mamie Krubally,Right Side,Fr.,,"Lucas, Texas",Plano East
Fairfield,Janna Schlageter,Outside Hitter,Gr.,,"Atlanta, Ga.",Norcross
Fairfield,Kyla Berg,Libero/Defensive Specialist,Sr.,,"Fishers, Ind.",Hamilton Southeastern
Fairfield,Blakely Montgomery,Setter,Jr.,,"League City, Texas",Clear Falls
Fairfield,Monica Vargo,Setter,Jr.,,"Fogelsville, Pa.",Allentown Central Catholic
Fairfield,Abby Jandro,Setter,So.,,"Lakeville, Minn.",Lakeville North
Fairfield,Mikayla Haut,Outside Hitter,Jr.,,"Monroe, Mich.",St. Mary's Catholic Central
Fairfield,Svenja Rodenbüsch,Outside Hitter,Jr.,,Waldkirch. Germany,Geschwister-Scholl-Gymnasium
Fairfield,Avery Brown,Outside Hitter,Jr.,,"Greenville, Del.",Ursuline Academy
Fairfield,Maya Walker,Middle Blocker,So.,,"Stone Mountain, Ga.",Decatur
Fairfield,Allie Elliott,Outside Hitter,So.,,"Stewartville, Minn.",Stewartville
Fairfield,Daniella Suarez,Outside Hitter/Defensive Specialist,Fr.,,"Derwood, Md.",Academy of the Holy Cross
Fairfield,Elle Shult,Middle Blocker,Gr.,,"Oconomowoc, Wis.",Oconomowoc
Fairfield,Noelle Carey,Libero/Defensive Specialist,Sr.,,"Belle Harbor, N.Y.",Jamaica
Stanford,Kami Miner,Setter,Jr.,,"Redondo Beach, Calif.",Redondo Union
Stanford,Anna Pringle,Defensive Specialist,So.,,"La Jolla, Calif.",Cathedral Catholic
Stanford,Taylor Beaven,Defensive Specialist,Jr.,,"St. Louis, Mo.",Seckman Senior
Stanford,Jordyn Harvey,Opposite,Fr.,,"Salt Lake City, Utah",Bountiful High School
Stanford,Kelly Belardi,Setter,So.,,"Manhattan Beach, Calif.",Marymount
Stanford,Malia Tufuga,Outside Hitter,Sr.,,"Costa Mesa, Calif.",Costa Mesa
